DateTime,Entries,UniqueIPs
1520551232,918,918
1520553134,912,912
1520555076,910,910
1520557000,914,914
1520558894,933,933
1520561800,951,951
1520563839,960,960
1520565643,959,959
1520567688,970,970
1520569694,988,988
1520571494,994,994
1520573322,981,981
1520575309,1119,1119
1520577185,1118,1118
1520579134,1117,1117
1520580988,1114,1114
1520582975,1146,1146
1520584823,1142,1142
1520587066,1136,1136
1520588923,1129,1129
1520590890,1128,1128
1520592788,1163,1163
1520594784,1161,1161
1520596622,1159,1159
1520598592,1171,1171
1520601371,1169,1169
1520603468,1172,1172
1520605451,1220,1220
1520608579,1220,1220
1520610504,1219,1219
1520612422,1215,1215
1520614343,1216,1216
1520616272,1209,1209
1520618193,1210,1210
1520620101,1211,1211
1520622990,1206,1206
1520624899,1202,1202
1520626816,1199,1199
1520628757,1190,1190
1520630665,1188,1188
1520632594,1184,1184
1520635551,1181,1181
1520637439,1180,1180
1520639434,1180,1180
1520641277,1186,1186
1520643152,1196,1196
1520645140,1197,1197
1520648198,1202,1202
1520650097,1199,1199
1520652032,1202,1202
1520653946,1201,1201
1520655881,1192,1192
1520657804,1196,1196
1520659715,1192,1192
1520661674,1101,1101
1520663559,1090,1090
1520665477,1083,1083
1520667403,1073,1073
1520669325,1026,1026
1520671223,1014,1014
1520673163,993,993
1520675064,985,985
1520677012,976,976
1520678900,939,939
1520680845,965,965
1520682757,957,957
1520684687,953,953
1520686585,951,951
1520688524,939,939
1520691437,884,884
1520693328,860,860
1520695286,862,862
1520697175,855,855
1520699133,836,836
1520701005,838,838
1520703017,833,833
1520704868,830,830
1520707095,823,823
1520708917,825,825
1520710975,830,830
1520712983,837,837
1520714794,840,840
1520716607,846,846
1520718550,848,848
1520720695,839,839
1520722634,845,845
1520724842,846,846
1520726915,848,848
1520728809,853,853
1520730988,852,852
1520733010,860,860
1520734823,872,872
1520736997,866,866
1520738908,876,876
1520740866,909,909
1520742748,923,923
1520744699,912,912
1520746583,882,882
1520748510,872,872
1520750666,864,864
1520752582,861,861
1520754501,858,858
1520756417,853,853
1520758351,843,843
1520760255,826,826
1520762173,825,825
1520764106,813,813
1520766981,752,752
1520768886,750,750
1520770819,740,740
1520772731,725,725
1520774666,707,707
1520777792,706,706
1520779692,712,712
1520781629,716,716
1520783555,707,707
1520785454,712,712
1520787383,713,713
1520789315,713,713
1520791468,710,710
1520793403,708,708
1520795563,709,709
1520797462,709,709
1520799417,707,707
1520801326,709,709
1520803373,707,707
1520805665,704,704
1520807554,705,705
1520809471,746,746
1520811632,746,746
1520813557,741,741
1520815474,745,745
1520817400,746,746
1520819324,770,770
1520821250,775,775
1520823157,786,786
1520825082,798,798
1520827002,768,768
1520828925,777,777
1520831836,824,824
1520833719,829,829
1520835653,834,834
1520837552,843,843
1520839488,849,849
1520841492,857,857
1520843594,875,875
1520845481,885,885
1520847448,894,894
1520849325,900,900
1520851266,912,912
1520853164,921,921
1520855153,929,929
1520856993,863,863
1520859077,863,863
1520861061,872,872
1520862877,871,871
1520865210,871,871
1520867324,880,880
1520869215,886,886
1520871176,885,885
1520873322,883,883
