DateTime,AddedIPs,RemovedIPs
1509018514,702,0
1509040037,342,1400
1509061716,145,0
1509072476,139,0
1509094001,524,0
1509115731,446,0
1509137307,306,1497
1509158930,91,0
1509180662,657,0
1509202007,654,0
1509223588,897,1612
1509245206,654,0
1509266787,155,0
1509288418,1502,0
1509310018,782,1665
1509331617,789,0
1509353236,1195,0
1509373032,673,0
1509393360,706,1714
1509414447,531,0
1509436021,1011,0
1509449615,1,0
1509470268,487,2218
1509490085,450,0
1509504403,109,0
1509526024,1141,0
1509545833,570,0
1509567552,222,2364
1509589043,378,0
1509605236,427,0
1509625305,1297,0
1509646641,1015,2646
1509668360,1273,0
1509689804,2009,0
1509711522,1811,0
1509733327,1579,2235
1509753948,1450,0
1509774440,4,0
1509796230,2283,0
1509817621,1208,1989
1509839189,1092,0
1509860827,90,0
1509882640,1433,0
1509904101,692,2475
1509925660,599,0
1509947321,301,0
1509969116,920,0
1509990745,489,2444
1510012145,582,0
1510033695,590,0
1510055570,680,0
1510076944,789,2851
1510098405,347,0
1510120220,154,0
1510142007,553,0
1510163393,551,2415
1510181352,567,0
1510202950,18,0
1510224642,728,0
1510246114,645,3124
1510267800,401,0
1510289408,207,0
1510311167,587,0
1510330728,395,2600
1510350742,176,0
1510372090,250,0
1510393669,433,0
1510411666,395,0
1510433254,441,2387
1510454897,334,0
1510474767,526,0
1510496314,356,0
1510517869,286,2427
1510537900,73,0
1510559294,720,0
1510580855,198,0
1510602695,219,2233
1510624046,316,0
1510643876,236,0
1510665524,726,0
1510687122,351,2516
1510708651,362,0
1510730263,762,0
1510751924,887,0
1510773511,556,2397
1510795063,637,0
1510815108,864,0
1510836481,644,0
1510858062,596,1776
1510879693,424,0
1510899511,8,0
1510921301,969,0
1510942647,520,2443
1510962319,570,0
1510984063,539,0
1511004870,1112,0
1511025461,772,2558
1511045247,784,0
1511066866,1079,0
1511088464,941,0
1511108263,694,3222
1511128048,210,0
1511149738,747,0
1511171248,962,0
1511193139,970,0
1511214508,727,2473
1511236055,644,0
1511257652,749,0
1511279237,591,0
1511300879,442,2659
1511322488,76,0
1511344039,920,0
1511365644,564,0
1511387274,524,3403
1511408874,548,0
1511430497,762,0
1511452048,53,0
1511473863,723,2977
1511495226,658,0
1511516822,808,0
1511538450,820,0
1511560055,675,3172
1511581679,912,0
1511603267,1070,0
1511624850,711,0
1511646460,805,3350
1511666288,103,0
1511686101,1335,0
1511707643,673,0
1511729254,353,3280
1511750854,236,0
1511768899,669,0
1511790499,830,0
1511812235,666,2627
1511833734,670,0
1511855334,707,0
1511876906,647,0
1511896779,531,2042
1511918317,701,0
1511939926,903,0
1511961539,722,0
1511983179,574,2334
1512004716,7,0
1512026365,70,0
1512046086,1172,0
1512065956,743,2115
1512086596,611,0
1512107223,746,0
1512129101,1034,0
1512150478,742,2029
1512172222,861,0
1512193631,857,0
1512215726,1049,0
1512236843,985,1552
1512254881,1,0
1512274675,935,0
1512296274,1124,0
1512317853,1051,1848
1512339426,1088,0
1512361117,210,0
1512382642,1833,0
1512404324,1084,2296
1512425954,1107,0
1512447445,1125,0
1512469082,1456,0
1512490922,1035,2014
1512512262,860,0
1512533849,279,0
1512553636,1178,0
1512575277,1396,0
1512600470,984,2345
1512622124,903,0
1512643700,1186,0
1512665289,929,2402
1512686939,901,0
1512708590,97,0
1512728424,1258,0
1512749936,941,2496
1512769746,748,0
